13,13,2,12,13,14,13,12,13,14,13,3,4,22,23,24,2,4,5,6,12,14,1,14,22,24,3,22,23,23,23,24,12,13,14,13,15,14,13,13,13,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14
13,13,12,22,23,2,4,22,23,24,13,5,6,6,15,12,22,24,23,24,22,2,11,4,12,13,13,13,13,22,23,24,22,23,24,1,13,2,3,4,13,13,1,13,13,13,13,23,24,3,4,2,3,4,14,3,4,13,13,14
13,13,22,23,23,12,14,6,6,6,7,13,14,2,3,22,23,23,15,15,13,12,21,14,22,2,4,23,5,6,7,1,13,12,5,6,7,12,13,14,5,6,21,2,4,15,13,12,13,13,14,12,13,14,24,13,14,13,2,14
13,13,6,7,13,22,24,1,22,23,23,23,24,12,13,13,12,5,6,7,13,22,23,24,13,22,24,13,13,13,15,11,13,22,23,11,24,22,23,24,13,13,13,22,24,15,13,22,23,1,24,22,23,24,15,23,24,13,22,14
13,13,12,22,23,24,15,11,13,2,31,32,15,31,32,23,31,32,14,5,6,7,2,3,4,15,2,3,4,15,15,21,2,3,4,21,2,3,4,13,2,3,4,13,13,13,13,3,4,11,2,3,4,15,2,4,15,13,13,14
13,13,22,23,24,14,13,21,13,22,41,42,15,41,42,13,41,42,24,13,13,2,12,13,14,13,12,13,14,13,3,4,22,23,24,2,4,5,6,6,7,23,24,2,3,4,13,23,24,21,12,13,2,4,22,24,15,13,5,14
13,13,13,13,22,24,2,3,4,13,22,23,23,23,24,13,15,5,6,7,13,12,22,23,2,4,22,23,24,13,5,6,6,15,13,22,24,23,24,13,15,12,13,22,23,24,13,2,3,4,22,23,12,14,15,5,6,7,5,14
13,13,13,13,13,13,12,13,14,13,13,13,13,13,13,13,13,13,13,13,13,22,23,23,22,24,6,6,6,7,14,14,13,13,2,3,3,3,3,4,13,13,13,13,13,13,13,22,23,24,13,13,22,24,13,13,13,13,13,14
13,13,13,13,13,13,12,13,14,13,2,4,5,6,7,13,2,3,3,4,1,13,13,13,13,13,13,13,12,13,14,14,13,13,12,13,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14
13,13,2,3,4,12,22,2,3,4,22,24,1,24,5,6,7,33,33,14,11,1,2,4,13,2,3,4,22,23,2,3,4,15,1,13,5,6,7,3,3,4,13,13,34,35,35,35,35,35,35,35,35,35,35,35,35,35,36,14
13,13,12,13,14,22,23,12,2,3,3,4,11,2,3,4,15,43,43,14,21,21,22,24,13,12,13,14,22,23,12,2,3,4,11,13,15,15,15,13,13,14,5,6,7,15,13,23,24,3,4,2,22,24,14,3,4,13,13,14
13,13,22,2,3,3,4,22,12,13,23,24,21,12,13,14,12,43,43,14,13,13,2,3,3,22,2,3,3,4,22,12,13,14,21,2,3,4,22,23,23,24,13,2,4,15,13,12,13,13,14,12,13,14,24,13,14,13,2,14
13,13,15,12,13,5,6,7,22,23,2,3,31,32,23,24,22,43,43,2,3,15,15,15,13,15,12,13,5,6,7,22,23,24,15,12,13,14,7,13,13,15,15,22,24,15,13,22,23,1,24,22,23,24,15,23,24,13,22,14
13,13,13,22,23,23,24,2,3,4,15,15,41,42,7,4,13,43,43,12,13,5,6,7,13,13,22,23,23,24,2,3,4,15,15,22,23,24,15,2,3,3,4,13,13,13,13,3,4,11,2,3,4,15,2,4,15,13,13,14
13,2,3,3,4,2,4,13,2,3,3,3,4,12,13,14,3,43,43,22,23,24,13,13,23,23,24,3,4,2,3,4,14,3,4,15,13,13,13,12,13,13,14,2,3,4,13,23,24,21,12,13,2,4,22,24,15,13,5,14
13,12,14,1,14,22,24,3,22,23,23,23,24,12,13,14,13,43,43,13,13,2,4,15,13,12,13,13,14,12,13,14,24,13,14,13,2,3,4,12,15,13,14,22,23,24,13,2,3,4,22,23,12,14,15,5,6,7,5,14
13,22,2,11,4,12,13,13,13,13,22,23,24,22,23,24,1,43,43,3,3,22,24,15,13,22,23,1,24,22,23,24,15,23,24,13,22,23,24,12,15,13,14,13,13,13,13,22,23,24,13,15,22,24,13,13,13,13,13,14
13,13,12,21,14,22,2,4,23,5,6,7,1,13,12,5,6,43,43,13,13,14,13,13,13,3,4,11,2,3,4,15,2,4,15,13,13,13,13,22,23,23,2,3,4,13,13,13,13,13,13,15,15,13,13,1,3,4,13,14
13,13,22,23,24,13,22,24,13,13,13,15,11,13,22,23,11,43,43,23,23,2,3,4,13,23,24,21,12,0,2,4,22,24,15,13,5,6,7,13,13,15,12,13,14,13,13,13,13,13,13,13,2,3,4,11,13,14,13,14
13,6,7,2,3,4,15,2,3,4,15,15,21,2,3,4,21,43,43,4,13,22,23,24,13,2,3,4,22,23,12,14,15,5,6,7,5,6,7,13,3,4,22,23,24,24,3,22,23,23,23,24,12,13,14,21,15,14,13,14
13,2,2,12,13,14,13,12,13,14,13,3,4,22,23,24,2,53,53,6,24,13,13,13,13,22,23,24,13,13,22,24,13,13,13,13,13,13,13,13,15,14,13,13,13,13,13,13,13,22,23,24,22,23,24,1,13,2,4,14
13,12,12,22,23,2,4,22,23,24,13,5,6,6,15,12,22,24,13,13,2,3,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2,3,4,13,2,4,13,5,6,7,1,13,12,2,3,4,12,14,14
13,12,12,14,7,12,14,13,13,12,13,13,14,13,13,12,13,14,13,13,12,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,13,14,13,12,14,13,13,13,13,11,13,12,22,23,24,12,14,14
13,12,22,24,13,12,14,6,6,6,7,13,14,2,3,22,23,23,15,15,22,23,24,13,13,12,21,14,11,2,4,12,13,13,13,2,3,3,4,13,14,22,23,33,13,13,24,13,13,13,33,11,13,22,23,11,24,22,24,14
13,12,14,13,13,22,24,13,12,22,23,23,24,12,13,14,13,5,6,7,13,2,3,4,12,22,2,3,4,22,24,1,24,5,6,7,13,13,14,13,14,7,2,43,4,13,2,3,4,15,43,21,2,3,4,21,2,3,4,14
13,12,14,1,14,22,24,3,22,23,23,24,14,12,13,14,13,15,14,13,13,12,13,14,22,23,12,2,3,3,4,11,2,3,4,15,15,5,6,7,14,2,12,43,14,13,12,13,14,13,43,4,22,23,24,2,4,5,6,14
13,22,2,11,4,12,13,13,13,13,22,23,24,22,23,24,1,13,2,3,3,22,2,3,3,4,22,12,13,23,24,21,12,13,14,12,15,13,14,13,14,12,22,43,2,13,31,32,24,13,43,6,6,15,12,22,24,23,24,14
13,13,12,21,14,22,2,4,23,5,6,7,1,13,12,5,6,7,12,13,13,15,12,13,5,6,7,22,23,2,3,4,22,23,24,22,23,23,2,3,4,22,23,53,12,13,41,42,6,7,53,14,2,3,22,23,23,15,15,14
13,13,22,23,24,13,22,24,13,13,13,15,11,13,22,23,11,24,22,23,13,13,22,23,23,24,2,3,4,15,15,5,6,7,4,13,13,15,12,13,4,13,13,13,22,24,13,22,23,23,23,24,12,13,13,13,5,6,7,14
13,6,7,2,3,4,15,2,3,4,15,15,21,2,3,4,21,2,3,4,2,3,3,4,2,4,13,2,3,3,3,4,33,13,14,3,3,33,22,23,24,13,13,13,13,13,13,13,13,13,13,22,23,12,14,15,5,6,13,14
13,13,2,12,13,14,13,12,13,14,13,3,4,22,23,24,2,4,5,6,12,14,1,14,22,24,3,22,23,23,23,24,43,13,14,13,15,43,13,13,34,35,35,35,35,35,35,35,35,35,35,35,35,36,13,13,13,13,13,14
13,13,12,22,23,2,4,22,23,24,13,5,6,6,15,12,22,24,23,24,22,2,11,4,12,13,13,13,13,22,23,24,43,23,24,1,13,43,3,4,13,13,1,13,13,13,13,23,24,3,4,2,3,4,14,3,4,13,13,14
13,13,22,23,23,12,14,6,6,6,7,13,14,2,3,22,23,23,15,15,13,12,21,14,22,2,4,23,5,6,7,1,53,12,5,6,7,53,13,14,5,6,21,2,4,15,13,12,13,13,14,12,13,14,24,13,14,13,2,14
13,13,6,7,13,22,24,1,22,23,23,23,24,12,13,13,12,5,6,7,13,22,23,24,13,22,24,13,13,13,15,11,13,22,23,11,24,22,23,24,13,13,13,22,24,15,13,22,23,1,24,22,23,24,15,23,24,13,22,14
13,13,12,22,23,24,15,11,13,2,4,15,15,22,13,13,12,13,14,5,6,7,2,3,4,15,2,3,4,15,15,21,2,3,4,21,2,3,4,13,2,3,4,13,13,13,13,3,4,11,2,3,4,15,2,4,15,13,13,14
13,13,22,23,24,14,13,21,13,22,24,15,15,13,13,13,22,23,24,13,13,2,12,13,14,13,12,13,14,13,3,31,32,23,24,31,32,5,6,31,32,23,24,31,32,4,13,23,24,21,12,13,2,4,22,24,15,31,32,14
13,13,13,13,22,24,2,3,4,13,13,13,13,13,13,13,15,5,6,7,13,12,22,23,2,4,22,23,24,13,5,41,42,15,13,41,42,23,24,41,42,12,13,41,42,24,13,2,3,4,22,23,12,14,15,5,6,41,42,14
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,22,23,23,22,24,6,6,6,7,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,22,23,24,13,13,22,24,13,13,13,13,13,14
